price,suburb,property_size,km_from_cbd
405000,Penrith,118,49.99
2350000,Dolans Bay,351,23.32
2200000,Telopea,715,17.4
1640000,Killcare,2352,40.73
1620000,Summer Hill,259,7.42
1250000,Prestons,700,32.26
1240000,Woronora Heights,724,25.14
1150000,Schofields,412,35.82
1100000,Kingswood,556,46.09
1018000,Bardwell Valley,165,10.89
1001000,Kingswood,670,46.09
855000,St Marys,650,42.31
831000,Marsden Park,300,40.63
625000,St Marys,162,42.31
3800000,Castle Cove,904,8.8
2275000,Denistone,654,13.34
1575000,Bankstown,700,17.61
1100000,Greenfield Park,712,29.37
1035000,Tascott,493,46.89
799000,Glenmore Park,301,49.65
655000,Penrith,482,49.99
470000,Bankstown,168,17.61
3100000,East Killara,841,12.23
2050000,Emu Heights,9029,53.98
1950000,Eastlakes,461,7.32
1850000,Denistone East,304,12.93
1575000,Grasmere,4002,53.97
1540000,North Avoca,575,49.98
1400000,Bensville,895,43.91
1350000,Brookvale,176,12.63
1350000,Bensville,761,43.91
1300000,Oxley Park,1107,39.76
1215900,Glenmore Park,375,49.65
1150000,Edensor Park,569,30.78
1100000,Woodcroft,450,32.83
1087000,Rooty Hill,628,35.32
1061000,Marayong,588,32.22
1055500,Mount Riverview,695,55.12
1050000,Fairfield Heights,1157,24.84
1000000,Canley Heights,583,26.64
885000,Glenmore Park,400,49.65
880000,St Marys,696,42.31
730000,Glenmore Park,360,49.65
508888,Bankstown,129,17.61
8000000,Chiswick,601,6.89
5125000,Cabarita,353,8.88
5000000,Oatlands,949,18.77
3600000,Collaroy,736,16.78
3500000,Castle Cove,790,8.8
3155000,Ingleside,1453,19.96
3100000,Sandringham,607,16.06
2900000,Kingsford,374,6.95
2700000,Terrey Hills,866,19.32
2310000,Normanhurst,766,18.95
2260000,Davidson,767,14.03
2200000,Campsie,961,11.28
2195000,Campsie,525,11.28
2130000,Terrey Hills,708,19.32
2053000,Bankstown,1227,17.61
1808000,Berala,718,16.36
1800000,Bexley North,411,12.24
1710000,North Strathfield,489,11.24
1620000,Matraville,411,11.18
1610000,Hurstville Grove,550,16.45
1605000,Bonnet Bay,601,21.63
1406000,Five Dock,207,7.69
1400000,Turrella,943,9.65
1326000,Lewisham,262,6.74
1305000,Carramar,1400,22.86
1290000,Mount Kuring-Gai,1080,25.47
1211000,Abbotsford,115,7.58
1205000,Birrong,575,17.73
1180000,Harris Park,284,18.92
1140000,Hamlyn Terrace,660,72.13
1135000,Schofields,1113,35.82
1105000,Green Valley,606,31.75
1105000,Holroyd,695,19.93
1092000,Leonay,695,52.96
1085000,Fairfield,809,23.96
1080000,Banksia,270,10.82
1000000,Bankstown,682,17.61
840000,Penrith,563,49.99
1670000,Empire Bay,5841,42.74
485000,Penrith,100,49.99
4601000,Burwood Heights,1504,10.16
2410000,Killcare,443,40.73
2120000,Forest Lodge,263,3.18
2050000,Lugarno,949,20
2020000,Hornsby Heights,1062,25.37
1730000,Clemton Park,645,11.95
1552222,Grasmere,4396,53.97
1220000,Warrimoo,708,57.07
1067000,North Avoca,670,49.98
900000,Schofields,272,35.82
865000,Glenmore Park,593,49.65
450000,Penrith,72,49.99
2850000,Matraville,568,11.18
2500000,Glenbrook,1518,55.19
2080000,Denistone,682,13.34
2000000,Haberfield,316,6.75
1450000,Scotland Island,677,26.05
1250000,Chittaway Point,704,64.12
500000,Penrith,139,49.99
9876543,Palm Beach,1508,31.42
4600000,Castle Cove,923,8.8
3400000,North Sydney,295,3.16
2600000,Balmain East,114,1.85
2456766,West Pymble,1094,13.47
1901000,St Peters,160,6.42
1810000,Pearl Beach,657,36.91
1700000,Eastlakes,250,7.32
1620000,Newport,153,25.06
1590000,Lane Cove North,100,7.99
1450000,Bardwell Valley,405,10.89
1400000,Budgewoi,455,76.65
1350000,Cabramatta West,1132,27.74
1200000,Chittaway Point,774,64.12
1055000,Mount Riverview,869,55.12
1044000,Spring Farm,489,50.15
1021500,Mount Riverview,686,55.12
4200000,Blacktown,2231,30.03
2850000,Caringbah,1714,20.47
2600000,Forest Lodge,111,3.18
2120000,Ashbury,433,9.41
2120000,Westleigh,695,21.62
1935500,Frenchs Forest,1201,12.68
1775000,Stanmore,150,5.2
1550000,Chittaway Point,866,64.12
1210000,Green Valley,700,31.75
1180000,Bella Vista,438,27.28
1150000,Milperra,562,22.57
650000,Penrith,123,49.99
557000,Penrith,130,49.99
550000,Bankstown,108,17.61
2353000,Elanora Heights,695,19.05
2310000,Narraweena,556,14.02
2300000,Canterbury,815,10.09
2200000,Forest Lodge,255,3.18
2150000,Glenbrook,2055,55.19
1985000,Abbotsford,305,7.58
1950000,Denistone,645,13.34
1750000,Carlton,556,14.29
1660000,Pymble,525,14.82
1420000,Yellow Rock,9991,57.08
1380000,Como,873,20.31
1200000,Jamisontown,791,50.67
1182500,Schofields,450,35.82
1065000,Toukley,1113,74.11
1050000,Wolli Creek,147,9.02
875000,Penrith,562,49.99
5950000,Greenwich,833,4.5
5900000,Lindfield,1104,10.35
3750000,Sylvania Waters,670,19.27
3260000,Ettalong Beach,917,40.41
3090000,Crows Nest,242,4.43
2885000,Arncliffe,1100,10.09
2800000,Denistone East,613,12.93
2715000,Dulwich Hill,284,7.9
2690000,Gymea Bay,758,23.38
2625000,Homebush,696,12.1
2430000,Epping,759,15.95
2400000,Beverley Park,1188,14.44
2340000,Mascot,440,9.35
2302000,Ashbury,603,9.41
2285000,Canada Bay,352,8.78
2240000,St Peters,211,6.42
2155000,Epping,696,15.95
2085000,Mascot,391,9.35
2000000,Menai,700,24.47
1991000,Girraween,1220,25.65
1980000,Gordon,1088,12.96
1940000,Narwee,460,15.94
1900000,Denistone,569,13.34
1860000,North Epping,1414,15.94
1820000,Matraville,471,11.18
1810000,St Marys,961,42.31
1680000,Voyager Point,561,24.14
1610000,Pennant Hills,777,18.83
1600000,Edensor Park,822,30.78
1562000,Woolooware,234,20.92
1550000,Bexley North,366,12.24
1510000,Kareela,588,20.63
1387500,Meadowbank,205,12.5
1380000,Kareela,608,20.63
1350000,Tascott,954,46.89
1315000,Bankstown,638,17.61
1220000,Pendle Hill,1012,24.52
1205000,Old Toongabbie,601,23.66
1205000,Bensville,734,43.91
1150000,Cabramatta West,705,27.74
1100000,Mount Pritchard,1012,28.89
1090000,Bankstown,556,17.61
1080000,South Hurstville,200,15.75
1012000,Schofields,305,35.82
1010000,Fairfield East,564,21.93
1005000,St Johns Park,566,28.54
3613000,Elanora Heights,596,19.05
2680000,Kingsgrove,494,13.14
1867000,Bella Vista,877,27.28
1260000,Cranebrook,825,49.66
1130000,Carnes Hill,478,34.35
1025000,Schofields,450,35.82
5160000,Roseville,1226,9.54
3600000,Cheltenham,2080,17.09
2400000,Mascot,255,9.35
2100000,Yowie Bay,710,22.79
1125000,Mount Riverview,758,55.12
1090000,Springfield,594,50.8
960000,Quakers Hill,504,33.29
365000,Penrith,1958,49.99
2061000,Yagoona,670,17.96
5050000,Oatlands,980,18.77
4880000,Bondi Junction,418,4.85
3160000,Sylvania Waters,841,19.27
2860000,Ashfield,411,8.08
2665000,Cabarita,405,8.88
2100000,Killcare Heights,1055,40.94
2000000,Erskineville,114,4.66
1827000,Normanhurst,942,18.95
1800000,Centennial Park,85,4.19
1750000,Grays Point,556,24.3
1400000,Enmore,197,5.37
1365000,Davistown,1227,44.49
1210000,Bonnyrigg Heights,608,31.57
1188000,Liberty Grove,143,11.97
1103000,Berala,480,16.36
10000000,Gordon,2486,12.96
4800000,Scotland Island,688,26.05
2830000,Rodd Point,298,6.12
2750000,Bayview,699,23.83
2100000,Pennant Hills,897,18.83
2000000,Woolooware,474,20.92
1745000,Five Dock,221,7.69
1560000,Birchgrove,103,2.94
1500000,Chittaway Point,961,64.12
1442000,North Avoca,1695,49.98
1235000,Girraween,696,25.65
1155000,Wattle Grove,610,26.82
1070000,Spring Farm,483,50.15
880000,Quakers Hill,550,33.29
8570000,Balgowlah Heights,1031,8.19
5013000,Port Hacking,916,23.74
4000000,Padstow,2744,19.07
3350000,Constitution Hill,2752,23.17
2400000,Kogarah Bay,464,15.25
2340000,Elanora Heights,650,19.05
2300000,Pennant Hills,739,18.83
1700000,Blue Bay,696,62.76
1650000,Banksia,380,10.82
762000,Quakers Hill,557,33.29
4100000,Ingleside,2397,19.96
3550000,Roseville,635,9.54
3370000,Tamarama,234,6.8
3000000,Matraville,318,11.18
2900000,Botany,197,9.37
2825000,West Pymble,980,13.47
2440000,Sandringham,376,16.06
1970000,Penrith,1574,49.99
1920000,Macmasters Beach,626,44.72
1500000,Asquith,837,21.32
1400000,West Gosford,2011,50.4
1350000,Caddens,565,45.4
1330000,Daleys Point,360,42.27
1300000,Strathfield South,240,12.57
1180000,Fairfield East,929,21.93
1170000,Bligh Park,849,45.52
1024000,Canton Beach,904,72.46
1000000,St Marys,708,42.31
7640000,Henley,829,7.12
5410000,Castle Cove,759,8.8
4500000,Northbridge,603,6.03
4250000,Killara,1328,11.7
3400000,Carss Park,1056,15.99
3343000,Sylvania,721,19.33
3120000,Quakers Hill,1012,33.29
3115000,Erskineville,186,4.66
3100000,Ingleburn,1730,36.04
2500000,Greenacre,2023,14.61
2470000,Erskineville,125,4.66
2370000,Cammeray,235,4.73
2352000,North Epping,701,15.94
2226000,West Pymble,752,13.47
2170000,Kingsgrove,519,13.14
2145000,Ermington,460,15
2100000,Ashfield,468,8.08
2100000,North Parramatta,854,19.97
1975000,Denistone,654,13.34
1950000,Dolls Point,292,15.45
1930000,Matraville,538,11.18
1925000,Concord West,588,11.17
1911000,Balgowlah,227,9.16
1900000,Enmore,247,5.37
1820000,Potts Hill,453,16.67
1795000,Narraweena,426,14.02
1795000,Beverley Park,524,14.44
1730000,Concord West,404,11.17
1600000,Springwood,1201,61.88
1590000,Naremburn,157,5.36
1475000,Clemton Park,342,11.95
1446000,Como,574,20.31
1445000,Girraween,588,25.65
1420000,Blakehurst,626,16.73
1395000,Russell Lea,500,6.33
1355000,Smithfield,911,25.19
1336000,Regents Park,562,16.99
1308000,Canley Vale,1012,24.09
1300000,Berala,557,16.36
1300000,Voyager Point,600,24.14
1247000,Camden Park,1432,52.06
1197000,Abbotsbury,603,32.42
1120000,Bonnyrigg,467,29.87
1100000,Leonay,660,52.96
1070000,Canley Heights,445,26.64
1065000,Green Valley,714,31.75
3700000,Kensington,281,5.45
2500000,Lindfield,916,10.35
2625000,Collaroy,664,16.78
2050000,Caringbah,777,20.47
2000000,Five Dock,392,7.69
1681000,Baulkham Hills,930,24.81
1412000,Baulkham Hills,443,24.81
1200000,Erina,560,50.24
1190000,Chittaway Bay,765,63.59
1075000,Liverpool,594,27.85
6375000,Whale Beach,569,30.16
3300000,Freshwater,682,12.07
2450000,Roseville Chase,1233,10.07
2410000,Homebush West,758,13.21
2050000,Matraville,310,11.18
2025000,Redfern,134,3.12
1842000,Canterbury,645,10.09
1732000,Carss Park,550,15.99
1700000,Grays Point,828,24.3
1700000,Eastwood,461,14.34
1475000,Ramsgate,455,14.55
1450000,Normanhurst,692,18.95
1300000,Springfield,841,50.8
1270000,Beverley Park,487,14.44
1220000,Mount Druitt,1031,38.24
1160000,Oatlands,214,18.77
1135000,Brookvale,169,12.63
1100000,Elderslie,566,50.48
1055000,Camden Park,702,52.06
1050000,Macquarie Fields,1138,32.57
1000000,Camden South,600,52.86
3520000,Castlecrag,556,7.26
3520000,Killara,1094,11.7
3220000,Castlecrag,626,7.26
3150000,Summer Hill,468,7.42
2875000,North Epping,765,15.94
2800000,Collaroy Plateau,663,16.58
2600000,Greenacre,840,14.61
2551000,Strathfield South,446,12.57
2550000,North Manly,683,11.56
1960000,Sylvania Waters,563,19.27
1685000,North Avoca,493,49.98
1650000,Lilyfield,131,4.57
1600000,Turrella,455,9.65
1560000,Toukley,596,74.11
1528000,Macmasters Beach,601,44.72
1450000,Leonay,854,52.96
1450000,Macmasters Beach,457,44.72
1360000,Asquith,457,21.32
1300000,St Peters,82,6.42
1250000,Caddens,375,45.4
1100000,Ingleburn,670,36.04
6625000,Freshwater,866,12.07
3850000,Bayview,677,23.83
2900000,Miranda,803,20.95
1980000,Denistone East,673,12.93
1900000,Melrose Park,575,13.84
1823000,Belrose,708,15.92
1749000,Haberfield,221,6.75
1617000,Baulkham Hills,695,24.81
1350000,Saratoga,930,45.17
1280000,Bensville,551,43.91
1150000,St Huberts Island,575,42.95
1100000,Mount Pritchard,582,28.89
1001000,Erskine Park,644,38.85
3000000,Erskineville,158,4.66
2920000,Daleys Point,1790,42.27
2640000,Camperdown,164,3.63
2400000,Eastlakes,446,7.32
2400000,Miranda,613,20.95
2313000,Kellyville Ridge,499,32.23
2200000,Botany,442,9.37
2026000,Tascott,744,46.89
2000000,Lilyfield,177,4.57
1750000,Oyster Bay,822,19.73
1750000,Windsor Downs,14800,43.7
1726880,Rockdale,251,11.79
1702000,St Peters,142,6.42
1680000,Buff Point,575,76.92
1670000,Forresters Beach,696,56.07
1580000,Forest Lodge,133,3.18
1425000,Woolloomooloo,181,0.99
1425000,Carlton,499,14.29
1324503,Winmalee,1157,59.15
1100000,Girraween,488,25.65
1002000,Cranebrook,952,49.66
6210000,Seaforth,944,8.76
3750000,Warrawee,1216,17.2
3475000,Birchgrove,354,2.94
3360000,Burraneer,1110,22.83
3300000,Rodd Point,367,6.12
3120000,Burwood,550,9.9
2750000,Killarney Heights,708,10.33
2580000,Killarney Heights,752,10.33
2520000,Cabarita,556,8.88
2375000,Castle Hill,820,24.76
2350000,Bilgola Plateau,1043,26.3
2269000,Sydney,129,0.31
2240000,Bardwell Park,421,11.08
2225000,Lindfield,972,10.35
2100000,Sylvania,720,19.33
2011000,Lane Cove,626,6.67
1910000,Telopea,910,17.4
1755000,Castle Hill,696,24.76
1720000,The Entrance,885,63.63
1700000,South Windsor,25000,46.1
1688888,Yowie Bay,569,22.79
1575000,Westleigh,1367,21.62
1500000,Baulkham Hills,696,24.81
1385000,Rockdale,283,11.79
1355000,Kareela,575,20.63
1321000,Hurlstone Park,329,9.03
1303000,Milperra,556,22.57
1296000,St Johns Park,700,28.54
1170000,Castle Hill,294,24.76
1077000,Lansvale,767,23.35
1039000,Prospect,610,29.21
1600000,Baulkham Hills,695,24.81
1570000,Baulkham Hills,750,24.81
10080000,Warrawee,2151,17.2
6408000,Roseville,1041,9.54
2950000,Bexley,677,12.84
2450000,Surry Hills,101,2.14
1980000,Baulkham Hills,755,24.81
1551000,Baulkham Hills,696,24.81
1470000,Lakemba,836,13.76
1238000,Valley Heights,912,60.47
1225000,Rockdale,240,11.79
1080000,Claremont Meadows,615,43.49
7770000,Longueville,696,5.6
2700000,Sylvania,563,19.33
2350000,Belfield,505,12.24
2300000,Lewisham,348,6.74
1725000,Woolooware,589,20.92
1356000,Manly Vale,149,10.57
1290000,Westleigh,392,21.62
1285000,Roseville,238,9.54
1220000,Shelly Beach,575,60.56
1200000,Wentworth Point,154,12.9
1050000,Tumbi Umbi,605,57.68
1027500,Winmalee,1346,59.15
5340000,Clontarf,630,7.69
3250000,Freshwater,840,12.07
3000000,Glenmore Park,16300,49.65
2877500,Bilgola Plateau,748,26.3
2700000,Monterey,468,13.19
2600000,Pyrmont,179,1.67
2315000,Como,601,20.31
2215000,Oyster Bay,563,19.73
2205000,Chittaway Point,1646,64.12
2200000,Church Point,1119,24.6
2000000,Clemton Park,841,11.95
1920000,Castle Hill,515,24.76
1625000,Greenfield Park,529,29.37
1550000,Cremorne Point,918,3.01
1400000,Minchinbury,844,36.32
1266500,Niagara Park,1271,55.43
1185000,Dean Park,1245,35.49
1185000,Emu Plains,651,52.26
1150000,Hinchinbrook,897,32.72
1137000,Bungarribee,505,33.4
1050000,Gladesville,117,8.76
1047400,Saratoga,1979,45.17
1042000,Spring Farm,510,50.15
5550000,Collaroy,701,16.78
2325000,Blakehurst,640,16.73
2300000,Waterloo,253,3.91
2150000,Oatley,765,18.23
1900000,Cobbitty,932,51.16
1860000,Birchgrove,76,2.94
1700000,Berowra,700,26.88
1567000,Narara,2321,53.4
1500000,Waitara,344,19.76
1410000,Killarney Vale,557,60.03
1380000,Springwood,2631,61.88
1356000,Niagara Park,966,55.43
1110000,St Marys,582,42.31
1010000,Elderslie,622,50.48
4420000,Forresters Beach,696,56.07
2685000,Macmasters Beach,645,44.72
2600000,Sylvania,784,19.33
2405000,Willoughby,350,6.53
2350000,Normanhurst,850,18.95
2160000,Gymea Bay,800,23.38
2050000,Pennant Hills,935,18.83
1610000,Grasmere,4000,53.97
1330000,Magenta,444,69.15
1250000,Bonnet Bay,683,21.63
1105000,Erskine Park,631,38.85
1090000,Leonay,696,52.96
1080000,Mount Druitt,1012,38.24
1025000,Woolloomooloo,58,0.99
1000000,Kensington,78,5.45
5000000,Northbridge,650,6.03
3150000,Chatswood,582,8.15
2185000,Chifley,561,11.99
2100000,Arncliffe,626,10.09
2001000,Old Toongabbie,1012,23.66
2000000,Umina Beach,557,39.51
1850000,Birchgrove,88,2.94
1825000,Stanmore,272,5.2
1720000,Como,677,20.31
1160000,Warrimoo,9479,57.07
1102500,Bensville,954,43.91
1075000,Woolloomooloo,105,0.99
1050000,Caddens,400,45.4
1032000,Minto,781,38.06
5700000,Birchgrove,220,2.94
3015000,Lugarno,1649,20
2900000,Blakehurst,626,16.73
2850000,Matraville,351,11.18
2450000,Pagewood,537,8.19
2260000,Lakemba,658,13.76
2068000,Cabarita,195,8.88
1725000,St Peters,190,6.42
1725000,Woolooware,344,20.92
1710000,West Ryde,354,13.34
1630000,Lugarno,556,20
1370000,Fairfield,848,23.96
1335000,Tempe,145,7.83
1265000,Berowra,643,26.88
1180000,Ropes Crossing,756,42.77
1165500,Wattle Grove,673,26.82
1150000,Regents Park,872,16.99
1150000,The Entrance,695,63.63
4400000,Abbotsford,697,7.58
3435000,Sylvania Waters,714,19.27
3360000,East Killara,961,12.23
3157500,Birchgrove,230,2.94
2920000,Dee Why,515,14.67
2601000,Denistone East,638,12.93
2400000,Blakehurst,758,16.73
2220000,Sylvania Waters,626,19.27
2211000,Hinchinbrook,1435,32.72
2175000,Lugarno,1100,20
2110000,Ermington,640,15
2070000,Enmore,178,5.37
2060000,Caringbah,351,20.47
2006000,Saratoga,822,45.17
1828000,Beverley Park,404,14.44
1700000,Wahroonga,1104,17.9
1660000,Melrose Park,575,13.84
1630000,Asquith,841,21.32
1603000,Potts Hill,453,16.67
1600000,Canley Vale,770,24.09
1230000,Green Valley,558,31.75
1200000,Vaucluse,96,6.21
1115000,Middleton Grange,491,34.32
1075000,Hinchinbrook,450,32.72
1040000,Rooty Hill,527,35.32
1040000,Budgewoi,777,76.65
2510000,Enfield,820,10.88
4600000,Tennyson Point,1100,9.37
2850000,Narrabeen,143,18.45
2770000,Blakehurst,948,16.73
2500000,Bilgola Plateau,544,26.3
2500000,Allambie Heights,797,11.16
2200000,Picnic Point,1037,22.31
1985000,Turramurra,929,16.36
1920000,Normanhurst,965,18.95
1900000,Berowra,1220,26.88
1560000,Turrella,487,9.65
1375000,Pyrmont,197,1.67
1360000,Turramurra,161,16.36
1330000,Dee Why,97,14.67
1273000,Mortlake,234,9.95
1260000,Dee Why,121,14.67
1235000,Old Toongabbie,575,23.66
1220000,Camden,746,52.32
1185000,Eastlakes,171,7.32
1100000,Penrith,834,49.99
1050000,Caddens,607,45.4
1000000,Warnervale,1404,71.63
4560000,Chatswood,1547,8.15
4050000,Narrabeen,386,18.45
3900000,Balmain East,157,1.85
3780000,Kogarah Bay,543,15.25
3200000,Stanmore,373,5.2
2550000,Alexandria,178,5.06
2380000,Denistone East,324,12.93
2300000,Bilgola Plateau,910,26.3
2300000,Ashfield,620,8.08
2220000,Surry Hills,85,2.14
1775000,Taren Point,575,18.73
1601000,Grays Point,564,24.3
1500000,Noraville,670,73.32
1300000,Mount Kuring-Gai,701,25.47
1288000,Berowra,696,26.88
1175000,East Hills,290,23.11
1080000,Campbelltown,475,43.19
1070000,Petersham,107,5.99
1000000,Elderslie,496,50.48
1000000,Windsor,784,45.7
1000000,Smithfield,563,25.19
3400000,Kensington,571,5.45
2742500,Allambie Heights,841,11.16
2175000,Copacabana,556,46.9
2000000,Avoca Beach,740,48.53
1620000,Lugarno,556,20
1187000,Emu Heights,627,53.98
1025000,Petersham,73,5.99
4525000,Lane Cove,588,6.67
1970000,Marsfield,302,13.73
1550000,North Ryde,689,10.39
1550000,Northbridge,146,6.03
1302000,Bonnyrigg Heights,703,31.57
1225000,Ultimo,57,1.9
1180000,Emu Plains,645,52.26
1125000,Gorokan,1043,73.16
1050000,Fairfield,587,23.96
1030000,Camden South,747,52.86
1023000,Blair Athol,581,43.6
1005000,The Entrance,475,63.63
4330000,Kensington,612,5.45
2350000,Macmasters Beach,696,44.72
2100000,Illawong,3415,21.6
2000000,Ermington,1176,15
1950000,Eastlakes,196,7.32
1750000,Clemton Park,331,11.95
1650000,Gymea Bay,3046,23.38
1650000,Camden Park,832,52.06
1570000,Bonnyrigg Heights,850,31.57
1550000,Magenta,452,69.15
1500000,Davistown,538,44.49
1425000,Macmasters Beach,367,44.72
1410000,Concord,166,9.6
1400000,Horsfield Bay,834,42.2
1250000,Canley Vale,608,24.09
1200000,Roseville,131,9.54
1147000,Ingleburn,1030,36.04
4350000,Bronte,354,6.59
4010000,Kirrawee,2297,22.57
3290000,Castle Cove,771,8.8
2310000,Pennant Hills,701,18.83
2305000,Narraweena,724,14.02
2251000,Concord West,600,11.17
2105000,Punchbowl,479,16.27
2050000,Alexandria,205,5.06
1920000,Mount Druitt,1150,38.24
1855000,Eastlakes,337,7.32
1725000,Sandringham,263,16.06
1700000,Cheltenham,1353,17.09
1695000,Balmain,145,2.81
1693000,Rockdale,639,11.79
1640000,Lugarno,815,20
1502000,Forest Lodge,114,3.18
1015000,Carnes Hill,450,34.35
3800000,Bayview,2327,23.83
3100000,Bayview,761,23.83
2900000,Yowie Bay,734,22.79
2200000,Oxley Park,2124,39.76
2150000,Sydney,104,0.31
2145000,Harrington Park,900,47.35
1680000,Grasmere,4000,53.97
1320000,Edensor Park,603,30.78
1050000,Shelly Beach,578,60.56
1000000,South Penrith,650,48.41
6675000,North Bondi,411,6.63
3850000,Copacabana,930,46.9
2250000,Macmasters Beach,702,44.72
2150000,Glenbrook,1201,55.19
2000000,Pymble,245,14.82
1515000,Sutherland,607,23.45
1312500,Parklea,548,31.23
4650000,Roseville,658,9.54
4350000,Wagstaffe,891,39.78
3625000,Freshwater,677,12.07
3151000,Sydney,130,0.31
3120000,Illawong,2055,21.6
3088000,Castle Cove,930,8.8
2920000,South Coogee,222,8.48
2900000,Collaroy,860,16.78
2868000,North Narrabeen,777,19.68
2375000,Narraweena,559,14.02
1890000,Kogarah,429,13.34
1825000,Frenchs Forest,335,12.68
1810000,Mona Vale,450,22.57
1200000,Rosebery,115,5.94
1030000,Springfield,594,50.8
8100000,North Avoca,556,49.98
4400000,Castle Cove,847,8.8
3750000,Balmain East,204,1.85
3000000,Oatlands,923,18.77
2630000,Oatley,505,18.23
1800000,Collaroy Plateau,701,16.58
1730000,Petersham,236,5.99
1438000,Point Clare,847,48.17
1405000,Glen Alpine,910,47.41
1350000,St Huberts Island,784,42.95
1325000,Wattle Grove,672,26.82
1320000,Wolli Creek,183,9.02
1275000,Point Clare,490,48.17
1275000,Pendle Hill,636,24.52
1170000,Greenfield Park,550,29.37
1125000,Prospect,565,29.21
1120000,Hammondville,455,25.13
1050000,Kariong,525,45.8
585000,Dee Why,62,14.67
3450000,Bayview,921,23.83
3170000,Naremburn,323,5.36
